StopID,DIVA,StopText,Municipality,MunicipalityID,Longitude,Latitude
7548,,Karlsplatz U  ( Museeu,,,0.0,0.0
7552,,JosefstÃƒÂ¤dter StraÃƒÅ¸e U,,,0.0,0.0
7701,,Schwedenplatz U,,,0.0,0.0
7702,,Schwedenplatz U,,,0.0,0.0
8016,,Michelbeuern U AKH,,,0.0,0.0
8050,60200473.0,Hardeggasse U,Wien,49000001.0,16.4578726,48.220764
8051,60200473.0,Hardeggasse U,Wien,49000001.0,16.4574953,48.2208119
8054,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4749945,48.222362
8055,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4751382,48.2225775
8103,60200473.0,Hardeggasse U,Wien,49000001.0,16.4573247,48.2210453
8104,60200473.0,Hardeggasse U,Wien,49000001.0,16.4577648,48.2210932
8119,60200520.0,Hietzing U,Wien,49000001.0,16.3033983,48.187961
8139,60200910.0,Aspern Nord S U,Wien,49000001.0,16.5043964,48.2356589
8143,60200520.0,Hietzing U,Wien,49000001.0,16.3033534,48.187925
8174,60200031.0,Alte Donau U,Wien,49000001.0,16.4237726,48.2380282
8507,60200290.0,DonaustadtbrÃƒÂ¼cke U,Wien,49000001.0,16.4399243,48.2121926
8535,60200290.0,DonaustadtbrÃƒÂ¼cke U,Wien,49000001.0,16.440095,48.212462
8637,60200487.0,HausfeldstraÃƒÅ¸e U,Wien,49000001.0,16.4871667,48.2336783
8647,60200290.0,DonaustadtbrÃƒÂ¼cke U,Wien,49000001.0,16.4401309,48.2124919
8648,60200290.0,DonaustadtbrÃƒÂ¼cke U,Wien,49000001.0,16.4398704,48.2121686
8682,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4754257,48.2234453
8683,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4754257,48.2229904
8685,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4756682,48.2233555
8754,60201668.0,Neue Donau U,Wien,49000001.0,16.3951972,48.2464697
8767,60200031.0,Alte Donau U,Wien,49000001.0,16.4237726,48.2380282
8768,60200031.0,Alte Donau U,Wien,49000001.0,16.4236648,48.2379504
9130,,ALSER STRASSE U,,,0.0,0.0
